# YHDA_VERSION=0.7.1
# TEST_SERVICE=SFHM
# PLANT_TYPE=EDUEDT
# STEP_ID=LFSM_O_50_4
# STEP_NAME=Sınırlı frekans hassasiyet modu — yüksek frekans / 50,4 Hz
# TESIS_ADI=YHDA Örnek SFHM EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=20
# DROOP_PERCENT=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw;soc_pct;stored_energy_mwh;dc_power_mw
16.8.2026 09:11:05,0s;6851;50,400107;34,923812;55,000000;20;61,574004;123,148008;35,384179
16.8.2026 09:11:05,1s;6852;50,399967;35,082654;55,000000;20;61,573517;123,147034;35,482937
16.8.2026 09:11:05,2s;6853;50,399394;34,986626;55,000000;20;61,573031;123,146062;35,447304
16.8.2026 09:11:05,3s;6854;50,400088;34,951329;55,000000;20;61,572545;123,145091;35,397949
16.8.2026 09:11:05,4s;6855;50,400427;34,921054;55,000000;20;61,572060;123,144121;35,305800
16.8.2026 09:11:05,5s;6856;50,399943;34,892895;55,000000;20;61,571576;123,143152;35,291790
16.8.2026 09:11:05,6s;6857;50,399762;34,955587;55,000000;20;61,571090;123,142181;35,357467
16.8.2026 09:11:05,7s;6858;50,399390;34,967463;55,000000;20;61,570605;123,141209;35,412225
16.8.2026 09:11:05,8s;6859;50,400437;34,953627;55,000000;20;61,570119;123,140238;35,349234
16.8.2026 09:11:05,9s;6860;50,399635;35,090096;55,000000;20;61,569632;123,139264;35,568186
16.8.2026 09:11:06,0s;6861;50,400189;35,023867;55,000000;20;61,569145;123,138291;35,487718
16.8.2026 09:11:06,1s;6862;50,399140;34,899691;55,000000;20;61,568661;123,137321;35,320933
16.8.2026 09:11:06,2s;6863;50,399857;35,060281;55,000000;20;61,568174;123,136347;35,489003
16.8.2026 09:11:06,3s;6864;50,400036;34,971691;55,000000;20;61,567688;123,135376;35,398761
16.8.2026 09:11:06,4s;6865;50,399897;34,986281;55,000000;20;61,567202;123,134404;35,418965
16.8.2026 09:11:06,5s;6866;50,399725;34,982265;55,000000;20;61,566716;123,133432;35,355853
16.8.2026 09:11:06,6s;6867;50,400257;35,003868;55,000000;20;61,566230;123,132460;35,493420
16.8.2026 09:11:06,7s;6868;50,400364;34,986583;55,000000;20;61,565744;123,131488;35,394039
16.8.2026 09:11:06,8s;6869;50,400329;35,003249;55,000000;20;61,565258;123,130516;35,383333
16.8.2026 09:11:06,9s;6870;50,400458;35,081447;55,000000;20;61,564771;123,129541;35,514397
16.8.2026 09:11:07,0s;6871;50,400158;35,035614;55,000000;20;61,564284;123,128568;35,455795
16.8.2026 09:11:07,1s;6872;50,399792;35,031262;55,000000;20;61,563798;123,127595;35,406723
16.8.2026 09:11:07,2s;6873;50,400126;34,968824;55,000000;20;61,563312;123,126624;35,369104
16.8.2026 09:11:07,3s;6874;50,400050;34,927940;55,000000;20;61,562827;123,125653;35,369663
16.8.2026 09:11:07,4s;6875;50,400051;35,033911;55,000000;20;61,562340;123,124680;35,488991
16.8.2026 09:11:07,5s;6876;50,400087;35,041191;55,000000;20;61,561853;123,123707;35,524332
16.8.2026 09:11:07,6s;6877;50,400793;34,998167;55,000000;20;61,561367;123,122735;35,418368
16.8.2026 09:11:07,7s;6878;50,399908;35,080986;55,000000;20;61,560880;123,121760;35,491511
16.8.2026 09:11:07,8s;6879;50,400443;34,987673;55,000000;20;61,560394;123,120788;35,388235
16.8.2026 09:11:07,9s;6880;50,400161;35,031196;55,000000;20;61,559908;123,119815;35,458074
16.8.2026 09:11:08,0s;6881;50,399940;34,992984;55,000000;20;61,559422;123,118843;35,438786
16.8.2026 09:11:08,1s;6882;50,399780;34,997734;55,000000;20;61,558936;123,117871;35,384599
16.8.2026 09:11:08,2s;6883;50,400100;35,026546;55,000000;20;61,558449;123,116898;35,427118
16.8.2026 09:11:08,3s;6884;50,399872;34,949192;55,000000;20;61,557964;123,115927;35,339674
16.8.2026 09:11:08,4s;6885;50,399956;35,022055;55,000000;20;61,557477;123,114955;35,417738
16.8.2026 09:11:08,5s;6886;50,400535;35,133547;55,000000;20;61,556989;123,113979;35,484756
16.8.2026 09:11:08,6s;6887;50,399954;35,056710;55,000000;20;61,556502;123,113005;35,455396
16.8.2026 09:11:08,7s;6888;50,399851;34,979537;55,000000;20;61,556017;123,112033;35,438560
16.8.2026 09:11:08,8s;6889;50,399936;34,923345;55,000000;20;61,555532;123,111063;35,319012
16.8.2026 09:11:08,9s;6890;50,400173;35,012747;55,000000;20;61,555045;123,110091;35,431549
16.8.2026 09:11:09,0s;6891;50,400148;35,018490;55,000000;20;61,554559;123,109118;35,385959
16.8.2026 09:11:09,1s;6892;50,399670;34,980292;55,000000;20;61,554073;123,108146;35,376161
16.8.2026 09:11:09,2s;6893;50,400021;35,032624;55,000000;20;61,553586;123,107173;35,442488
16.8.2026 09:11:09,3s;6894;50,400107;34,927644;55,000000;20;61,553101;123,106203;35,355422
16.8.2026 09:11:09,4s;6895;50,400286;34,980650;55,000000;20;61,552616;123,105231;35,407161
16.8.2026 09:11:09,5s;6896;50,399428;34,973539;55,000000;20;61,552130;123,104260;35,351716
16.8.2026 09:11:09,6s;6897;50,400142;35,017618;55,000000;20;61,551643;123,103287;35,381381
16.8.2026 09:11:09,7s;6898;50,399921;34,984802;55,000000;20;61,551158;123,102315;35,367775
16.8.2026 09:11:09,8s;6899;50,400095;34,920882;55,000000;20;61,550673;123,101345;35,300741
16.8.2026 09:11:09,9s;6900;50,399926;35,088692;55,000000;20;61,550185;123,100370;35,510049
16.8.2026 09:11:10,0s;6901;50,399762;34,912799;55,000000;20;61,549700;123,099401;35,339409
16.8.2026 09:11:10,1s;6902;50,399784;35,108265;55,000000;20;61,549213;123,098425;35,504499
16.8.2026 09:11:10,2s;6903;50,399547;35,039477;55,000000;20;61,548726;123,097452;35,434562
16.8.2026 09:11:10,3s;6904;50,400571;34,986915;55,000000;20;61,548240;123,096480;35,434622
16.8.2026 09:11:10,4s;6905;50,399903;34,948347;55,000000;20;61,547755;123,095509;35,419509
16.8.2026 09:11:10,5s;6906;50,399947;34,932410;55,000000;20;61,547270;123,094539;35,357041
16.8.2026 09:11:10,6s;6907;50,400400;34,977226;55,000000;20;61,546784;123,093567;35,384405
16.8.2026 09:11:10,7s;6908;50,400439;34,959991;55,000000;20;61,546298;123,092596;35,338916
16.8.2026 09:11:10,8s;6909;50,399837;35,043566;55,000000;20;61,545811;123,091623;35,432137
16.8.2026 09:11:10,9s;6910;50,399952;34,989921;55,000000;20;61,545325;123,090651;35,391303
16.8.2026 09:11:11,0s;6911;50,399997;35,039163;55,000000;20;61,544839;123,089678;35,488825
16.8.2026 09:11:11,1s;6912;50,400090;35,022855;55,000000;20;61,544352;123,088705;35,437352
16.8.2026 09:11:11,2s;6913;50,399832;35,042406;55,000000;20;61,543866;123,087731;35,494348
16.8.2026 09:11:11,3s;6914;50,399936;34,874334;55,000000;20;61,543381;123,086763;35,273536
16.8.2026 09:11:11,4s;6915;50,399667;35,078131;55,000000;20;61,542894;123,085788;35,478922
16.8.2026 09:11:11,5s;6916;50,399951;35,000333;55,000000;20;61,542408;123,084816;35,444871
16.8.2026 09:11:11,6s;6917;50,400127;35,075213;55,000000;20;61,541921;123,083842;35,453445
16.8.2026 09:11:11,7s;6918;50,400392;35,025669;55,000000;20;61,541434;123,082869;35,392627
16.8.2026 09:11:11,8s;6919;50,399990;34,959959;55,000000;20;61,540949;123,081898;35,471502
16.8.2026 09:11:11,9s;6920;50,399853;35,055985;55,000000;20;61,540462;123,080924;35,486663
16.8.2026 09:11:12,0s;6921;50,400226;34,963646;55,000000;20;61,539976;123,079953;35,394708
16.8.2026 09:11:12,1s;6922;50,400165;35,089841;55,000000;20;61,539489;123,078978;35,494851
16.8.2026 09:11:12,2s;6923;50,399820;34,999413;55,000000;20;61,539003;123,078006;35,433266
16.8.2026 09:11:12,3s;6924;50,400282;34,985026;55,000000;20;61,538517;123,077034;35,406966
16.8.2026 09:11:12,4s;6925;50,400095;35,000899;55,000000;20;61,538031;123,076062;35,401049
16.8.2026 09:11:12,5s;6926;50,400129;35,024144;55,000000;20;61,537544;123,075089;35,455973
16.8.2026 09:11:12,6s;6927;50,399943;34,888111;55,000000;20;61,537060;123,074120;35,284281
16.8.2026 09:11:12,7s;6928;50,399562;35,016962;55,000000;20;61,536573;123,073147;35,477489
16.8.2026 09:11:12,8s;6929;50,400179;34,957767;55,000000;20;61,536088;123,072176;35,355854
16.8.2026 09:11:12,9s;6930;50,400162;35,062708;55,000000;20;61,535601;123,071202;35,383591
16.8.2026 09:11:13,0s;6931;50,399607;35,004755;55,000000;20;61,535115;123,070230;35,457309
16.8.2026 09:11:13,1s;6932;50,399854;35,125130;55,000000;20;61,534627;123,069254;35,564163
16.8.2026 09:11:13,2s;6933;50,399942;35,039750;55,000000;20;61,534140;123,068281;35,440883
16.8.2026 09:11:13,3s;6934;50,399575;34,965124;55,000000;20;61,533655;123,067309;35,379427
16.8.2026 09:11:13,4s;6935;50,400078;35,023090;55,000000;20;61,533168;123,066336;35,440578
16.8.2026 09:11:13,5s;6936;50,399788;35,053443;55,000000;20;61,532681;123,065363;35,481041
16.8.2026 09:11:13,6s;6937;50,399826;35,059975;55,000000;20;61,532194;123,064389;35,504159
16.8.2026 09:11:13,7s;6938;50,399286;35,045867;55,000000;20;61,531708;123,063415;35,471799
16.8.2026 09:11:13,8s;6939;50,400339;35,046564;55,000000;20;61,531221;123,062442;35,525753
16.8.2026 09:11:13,9s;6940;50,399974;34,973030;55,000000;20;61,530735;123,061470;35,415267
16.8.2026 09:11:14,0s;6941;50,400116;35,047808;55,000000;20;61,530248;123,060497;35,511607
16.8.2026 09:11:14,1s;6942;50,400193;34,956187;55,000000;20;61,529763;123,059526;35,394838
16.8.2026 09:11:14,2s;6943;50,400182;35,015230;55,000000;20;61,529277;123,058553;35,434600
16.8.2026 09:11:14,3s;6944;50,399692;34,977157;55,000000;20;61,528791;123,057582;35,353539
16.8.2026 09:11:14,4s;6945;50,399964;35,077725;55,000000;20;61,528304;123,056607;35,487266
16.8.2026 09:11:14,5s;6946;50,400046;34,953040;55,000000;20;61,527818;123,055636;35,372151
16.8.2026 09:11:14,6s;6947;50,399741;35,052656;55,000000;20;61,527331;123,054663;35,406198
16.8.2026 09:11:14,7s;6948;50,400033;35,027711;55,000000;20;61,526845;123,053690;35,433807
16.8.2026 09:11:14,8s;6949;50,400301;35,016799;55,000000;20;61,526358;123,052717;35,430405
16.8.2026 09:11:14,9s;6950;50,400155;35,007975;55,000000;20;61,525872;123,051745;35,462630
16.8.2026 09:11:15,0s;6951;50,399569;34,964951;55,000000;20;61,525387;123,050773;35,374069
16.8.2026 09:11:15,1s;6952;50,399575;34,929835;55,000000;20;61,524901;123,049803;35,360700
16.8.2026 09:11:15,2s;6953;50,399752;35,004527;55,000000;20;61,524415;123,048831;35,387349
16.8.2026 09:11:15,3s;6954;50,399912;35,099578;55,000000;20;61,523928;123,047856;35,562640
16.8.2026 09:11:15,4s;6955;50,399851;35,047247;55,000000;20;61,523441;123,046882;35,469139
16.8.2026 09:11:15,5s;6956;50,399642;35,038711;55,000000;20;61,522954;123,045909;35,451050
16.8.2026 09:11:15,6s;6957;50,400256;35,044801;55,000000;20;61,522468;123,044935;35,489267
16.8.2026 09:11:15,7s;6958;50,400292;35,049239;55,000000;20;61,521981;123,043962;35,498600
16.8.2026 09:11:15,8s;6959;50,400450;35,002513;55,000000;20;61,521495;123,042989;35,471835
16.8.2026 09:11:15,9s;6960;50,399583;34,979616;55,000000;20;61,521009;123,042018;35,431498
16.8.2026 09:11:16,0s;6961;50,400041;35,088867;55,000000;20;61,520522;123,041043;35,574043
16.8.2026 09:11:16,1s;6962;50,400154;34,993878;55,000000;20;61,520036;123,040071;35,358703
16.8.2026 09:11:16,2s;6963;50,400504;34,984765;55,000000;20;61,519550;123,039099;35,409408
16.8.2026 09:11:16,3s;6964;50,399974;35,007665;55,000000;20;61,519063;123,038127;35,427631
16.8.2026 09:11:16,4s;6965;50,400154;35,045860;55,000000;20;61,518577;123,037153;35,491456
16.8.2026 09:11:16,5s;6966;50,399584;35,081404;55,000000;20;61,518089;123,036179;35,522484
16.8.2026 09:11:16,6s;6967;50,400217;34,935930;55,000000;20;61,517604;123,035208;35,385945
16.8.2026 09:11:16,7s;6968;50,400011;34,930033;55,000000;20;61,517119;123,034238;35,339779
16.8.2026 09:11:16,8s;6969;50,399899;35,000408;55,000000;20;61,516633;123,033266;35,443795
16.8.2026 09:11:16,9s;6970;50,399679;34,934265;55,000000;20;61,516148;123,032296;35,340719
16.8.2026 09:11:17,0s;6971;50,400154;35,051572;55,000000;20;61,515661;123,031322;35,514577
16.8.2026 09:11:17,1s;6972;50,399796;35,067041;55,000000;20;61,515174;123,030348;35,478460
16.8.2026 09:11:17,2s;6973;50,399737;35,090476;55,000000;20;61,514687;123,029373;35,543134
16.8.2026 09:11:17,3s;6974;50,399758;35,062005;55,000000;20;61,514200;123,028399;35,458401
16.8.2026 09:11:17,4s;6975;50,399762;34,975178;55,000000;20;61,513714;123,027428;35,398096
16.8.2026 09:11:17,5s;6976;50,400572;35,012633;55,000000;20;61,513227;123,026455;35,401443
16.8.2026 09:11:17,6s;6977;50,400434;35,083496;55,000000;20;61,512740;123,025480;35,510247
16.8.2026 09:11:17,7s;6978;50,400062;35,021147;55,000000;20;61,512254;123,024508;35,420163
16.8.2026 09:11:17,8s;6979;50,400166;35,037664;55,000000;20;61,511767;123,023534;35,447705
16.8.2026 09:11:17,9s;6980;50,400023;35,051514;55,000000;20;61,511280;123,022561;35,473630
16.8.2026 09:11:18,0s;6981;50,400155;35,062335;55,000000;20;61,510793;123,021587;35,482384
16.8.2026 09:11:18,1s;6982;50,400278;34,974622;55,000000;20;61,510308;123,020615;35,380474
16.8.2026 09:11:18,2s;6983;50,400491;34,912035;55,000000;20;61,509823;123,019645;35,374345
16.8.2026 09:11:18,3s;6984;50,400032;35,013078;55,000000;20;61,509336;123,018673;35,411696
16.8.2026 09:11:18,4s;6985;50,400437;34,934160;55,000000;20;61,508851;123,017702;35,364450
16.8.2026 09:11:18,5s;6986;50,400158;34,968946;55,000000;20;61,508366;123,016731;35,400835
16.8.2026 09:11:18,6s;6987;50,399556;34,952130;55,000000;20;61,507880;123,015760;35,355106
16.8.2026 09:11:18,7s;6988;50,400069;34,981241;55,000000;20;61,507394;123,014789;35,401512
16.8.2026 09:11:18,8s;6989;50,399526;34,943695;55,000000;20;61,506909;123,013818;35,353937
16.8.2026 09:11:18,9s;6990;50,400443;34,971593;55,000000;20;61,506423;123,012846;35,338353
16.8.2026 09:11:19,0s;6991;50,400108;35,000137;55,000000;20;61,505937;123,011874;35,429799
16.8.2026 09:11:19,1s;6992;50,400516;35,080476;55,000000;20;61,505450;123,010900;35,520149
16.8.2026 09:11:19,2s;6993;50,399614;35,025439;55,000000;20;61,504963;123,009927;35,439226
16.8.2026 09:11:19,3s;6994;50,400898;35,066607;55,000000;20;61,504476;123,008953;35,497830
16.8.2026 09:11:19,4s;6995;50,400428;34,942926;55,000000;20;61,503991;123,007982;35,372013
16.8.2026 09:11:19,5s;6996;50,400491;35,000248;55,000000;20;61,503505;123,007010;35,415667
16.8.2026 09:11:19,6s;6997;50,400382;34,982002;55,000000;20;61,503019;123,006038;35,391253
16.8.2026 09:11:19,7s;6998;50,399842;35,036873;55,000000;20;61,502532;123,005065;35,465564
16.8.2026 09:11:19,8s;6999;50,400262;34,996117;55,000000;20;61,502046;123,004093;35,455133
16.8.2026 09:11:19,9s;7000;50,400424;35,039630;55,000000;20;61,501560;123,003119;35,473693
16.8.2026 09:11:20,0s;7001;50,400083;34,921211;55,000000;20;61,501075;123,002149;35,287635
16.8.2026 09:11:20,1s;7002;50,399941;35,021414;55,000000;20;61,500588;123,001177;35,443641
16.8.2026 09:11:20,2s;7003;50,400333;34,950609;55,000000;20;61,500103;123,000206;35,379088
16.8.2026 09:11:20,3s;7004;50,400655;34,978076;55,000000;20;61,499617;122,999234;35,403346
16.8.2026 09:11:20,4s;7005;50,400205;34,913847;55,000000;20;61,499132;122,998264;35,327625
16.8.2026 09:11:20,5s;7006;50,399989;34,926765;55,000000;20;61,498647;122,997294;35,332144
16.8.2026 09:11:20,6s;7007;50,400390;35,145059;55,000000;20;61,498159;122,996318;35,610463
16.8.2026 09:11:20,7s;7008;50,399852;35,066900;55,000000;20;61,497672;122,995344;35,452334
16.8.2026 09:11:20,8s;7009;50,400380;34,976681;55,000000;20;61,497186;122,994372;35,407329
16.8.2026 09:11:20,9s;7010;50,400164;35,077324;55,000000;20;61,496699;122,993398;35,476952
16.8.2026 09:11:21,0s;7011;50,399854;35,006651;55,000000;20;61,496213;122,992425;35,408693
16.8.2026 09:11:21,1s;7012;50,399948;35,012008;55,000000;20;61,495726;122,991453;35,458479
16.8.2026 09:11:21,2s;7013;50,400108;34,874907;55,000000;20;61,495242;122,990484;35,277158
16.8.2026 09:11:21,3s;7014;50,399950;35,101157;55,000000;20;61,494755;122,989509;35,478392
16.8.2026 09:11:21,4s;7015;50,400255;35,040711;55,000000;20;61,494268;122,988536;35,444485
16.8.2026 09:11:21,5s;7016;50,400320;34,943154;55,000000;20;61,493783;122,987565;35,346227
16.8.2026 09:11:21,6s;7017;50,400568;35,006633;55,000000;20;61,493296;122,986593;35,422076
16.8.2026 09:11:21,7s;7018;50,399922;34,922317;55,000000;20;61,492811;122,985623;35,380263
16.8.2026 09:11:21,8s;7019;50,399228;35,112617;55,000000;20;61,492324;122,984647;35,546618
16.8.2026 09:11:21,9s;7020;50,399291;35,032728;55,000000;20;61,491837;122,983674;35,445934
16.8.2026 09:11:22,0s;7021;50,400389;35,088565;55,000000;20;61,491350;122,982699;35,535483
16.8.2026 09:11:22,1s;7022;50,399868;34,946901;55,000000;20;61,490864;122,981729;35,358288
16.8.2026 09:11:22,2s;7023;50,399606;34,903136;55,000000;20;61,490380;122,980759;35,296755
16.8.2026 09:11:22,3s;7024;50,399960;35,044408;55,000000;20;61,489893;122,979786;35,475523
16.8.2026 09:11:22,4s;7025;50,400837;34,943507;55,000000;20;61,489408;122,978815;35,381563
16.8.2026 09:11:22,5s;7026;50,399816;35,046677;55,000000;20;61,488921;122,977842;35,427947
16.8.2026 09:11:22,6s;7027;50,399445;34,979249;55,000000;20;61,488435;122,976870;35,384218
16.8.2026 09:11:22,7s;7028;50,400243;34,932012;55,000000;20;61,487950;122,975900;35,324155
16.8.2026 09:11:22,8s;7029;50,400418;34,989385;55,000000;20;61,487464;122,974928;35,398862
16.8.2026 09:11:22,9s;7030;50,400080;35,047052;55,000000;20;61,486977;122,973954;35,392842
16.8.2026 09:11:23,0s;7031;50,400388;34,954603;55,000000;20;61,486492;122,972983;35,349760
16.8.2026 09:11:23,1s;7032;50,400266;34,992850;55,000000;20;61,486006;122,972011;35,464368
16.8.2026 09:11:23,2s;7033;50,400386;34,904595;55,000000;20;61,485521;122,971042;35,338437
16.8.2026 09:11:23,3s;7034;50,400017;35,038855;55,000000;20;61,485034;122,970068;35,493863
16.8.2026 09:11:23,4s;7035;50,399943;34,961695;55,000000;20;61,484549;122,969097;35,364330
16.8.2026 09:11:23,5s;7036;50,399894;35,065286;55,000000;20;61,484062;122,968123;35,491147
16.8.2026 09:11:23,6s;7037;50,399995;34,966451;55,000000;20;61,483576;122,967152;35,401513
16.8.2026 09:11:23,7s;7038;50,400395;34,988445;55,000000;20;61,483090;122,966180;35,338280
16.8.2026 09:11:23,8s;7039;50,399846;34,979963;55,000000;20;61,482604;122,965208;35,430851
16.8.2026 09:11:23,9s;7040;50,400186;35,069555;55,000000;20;61,482117;122,964234;35,441521
16.8.2026 09:11:24,0s;7041;50,399967;34,949445;55,000000;20;61,481632;122,963263;35,377945
16.8.2026 09:11:24,1s;7042;50,399983;35,017457;55,000000;20;61,481145;122,962291;35,369122
16.8.2026 09:11:24,2s;7043;50,399384;35,106792;55,000000;20;61,480658;122,961315;35,542231
16.8.2026 09:11:24,3s;7044;50,400083;34,960678;55,000000;20;61,480172;122,960344;35,361459
16.8.2026 09:11:24,4s;7045;50,399558;35,004855;55,000000;20;61,479686;122,959372;35,482115
16.8.2026 09:11:24,5s;7046;50,399900;34,920180;55,000000;20;61,479201;122,958402;35,302973
16.8.2026 09:11:24,6s;7047;50,400050;34,968053;55,000000;20;61,478715;122,957431;35,416598
16.8.2026 09:11:24,7s;7048;50,399992;35,054612;55,000000;20;61,478228;122,956457;35,431333
16.8.2026 09:11:24,8s;7049;50,400016;34,986919;55,000000;20;61,477742;122,955485;35,471426
16.8.2026 09:11:24,9s;7050;50,399817;34,967743;55,000000;20;61,477257;122,954514;35,411419
16.8.2026 09:11:25,0s;7051;50,400067;35,017060;55,000000;20;61,476770;122,953541;35,398554
16.8.2026 09:11:25,1s;7052;50,400108;35,068336;55,000000;20;61,476283;122,952567;35,486125
16.8.2026 09:11:25,2s;7053;50,399977;35,008993;55,000000;20;61,475797;122,951594;35,431939
16.8.2026 09:11:25,3s;7054;50,399856;35,020482;55,000000;20;61,475311;122,950622;35,468889
16.8.2026 09:11:25,4s;7055;50,400145;34,992279;55,000000;20;61,474825;122,949650;35,403076
16.8.2026 09:11:25,5s;7056;50,399974;34,999957;55,000000;20;61,474339;122,948677;35,470678
16.8.2026 09:11:25,6s;7057;50,400374;34,899934;55,000000;20;61,473854;122,947708;35,276823
16.8.2026 09:11:25,7s;7058;50,400096;35,019110;55,000000;20;61,473368;122,946735;35,457439
16.8.2026 09:11:25,8s;7059;50,400234;34,969814;55,000000;20;61,472882;122,945764;35,395859
16.8.2026 09:11:25,9s;7060;50,400202;35,000341;55,000000;20;61,472396;122,944792;35,430198
16.8.2026 09:11:26,0s;7061;50,399651;34,927060;55,000000;20;61,471911;122,943821;35,321723
16.8.2026 09:11:26,1s;7062;50,400138;35,033024;55,000000;20;61,471424;122,942848;35,430042
16.8.2026 09:11:26,2s;7063;50,399990;34,995395;55,000000;20;61,470938;122,941876;35,466574
16.8.2026 09:11:26,3s;7064;50,400019;34,948892;55,000000;20;61,470453;122,940905;35,394410
16.8.2026 09:11:26,4s;7065;50,399954;35,067610;55,000000;20;61,469966;122,939931;35,540509
16.8.2026 09:11:26,5s;7066;50,399832;34,970273;55,000000;20;61,469480;122,938960;35,358384
16.8.2026 09:11:26,6s;7067;50,399409;35,039990;55,000000;20;61,468993;122,937986;35,492647
16.8.2026 09:11:26,7s;7068;50,399674;35,096787;55,000000;20;61,468506;122,937012;35,490310
16.8.2026 09:11:26,8s;7069;50,399801;34,920823;55,000000;20;61,468021;122,936042;35,345534
16.8.2026 09:11:26,9s;7070;50,400231;34,974197;55,000000;20;61,467535;122,935070;35,369085
16.8.2026 09:11:27,0s;7071;50,400171;35,013666;55,000000;20;61,467049;122,934097;35,418869
16.8.2026 09:11:27,1s;7072;50,399595;34,968978;55,000000;20;61,466563;122,933126;35,435140
16.8.2026 09:11:27,2s;7073;50,400165;35,021213;55,000000;20;61,466077;122,932153;35,452461
16.8.2026 09:11:27,3s;7074;50,399473;35,001142;55,000000;20;61,465590;122,931181;35,437631
16.8.2026 09:11:27,4s;7075;50,400675;35,078061;55,000000;20;61,465103;122,930207;35,552832
16.8.2026 09:11:27,5s;7076;50,399515;35,035104;55,000000;20;61,464617;122,929233;35,471467
16.8.2026 09:11:27,6s;7077;50,400560;35,061975;55,000000;20;61,464130;122,928259;35,539540
16.8.2026 09:11:27,7s;7078;50,399443;35,024550;55,000000;20;61,463643;122,927287;35,420051
16.8.2026 09:11:27,8s;7079;50,400019;35,078405;55,000000;20;61,463156;122,926312;35,553407
16.8.2026 09:11:27,9s;7080;50,399720;34,998182;55,000000;20;61,462670;122,925340;35,412288
16.8.2026 09:11:28,0s;7081;50,400678;34,996363;55,000000;20;61,462184;122,924368;35,404826
16.8.2026 09:11:28,1s;7082;50,399597;34,952719;55,000000;20;61,461698;122,923397;35,371361
16.8.2026 09:11:28,2s;7083;50,399938;34,980431;55,000000;20;61,461213;122,922425;35,400883
16.8.2026 09:11:28,3s;7084;50,399629;35,002323;55,000000;20;61,460726;122,921453;35,399409
16.8.2026 09:11:28,4s;7085;50,400024;35,006655;55,000000;20;61,460240;122,920481;35,413732
16.8.2026 09:11:28,5s;7086;50,400005;35,024986;55,000000;20;61,459754;122,919508;35,451413
16.8.2026 09:11:28,6s;7087;50,400501;35,052522;55,000000;20;61,459267;122,918534;35,415069
16.8.2026 09:11:28,7s;7088;50,400054;35,014884;55,000000;20;61,458781;122,917561;35,426684
16.8.2026 09:11:28,8s;7089;50,400357;34,973668;55,000000;20;61,458295;122,916590;35,406961
16.8.2026 09:11:28,9s;7090;50,400244;35,048782;55,000000;20;61,457808;122,915616;35,453622
16.8.2026 09:11:29,0s;7091;50,400426;34,965314;55,000000;20;61,457323;122,914645;35,365595
16.8.2026 09:11:29,1s;7092;50,399930;34,970963;55,000000;20;61,456837;122,913674;35,357586
16.8.2026 09:11:29,2s;7093;50,399980;35,070257;55,000000;20;61,456350;122,912699;35,436604
16.8.2026 09:11:29,3s;7094;50,400199;35,056623;55,000000;20;61,455863;122,911726;35,472277
16.8.2026 09:11:29,4s;7095;50,399987;35,036678;55,000000;20;61,455376;122,910752;35,423234
16.8.2026 09:11:29,5s;7096;50,399995;34,997039;55,000000;20;61,454890;122,909780;35,458277
16.8.2026 09:11:29,6s;7097;50,400185;35,020943;55,000000;20;61,454404;122,908807;35,437531
16.8.2026 09:11:29,7s;7098;50,400348;34,917238;55,000000;20;61,453919;122,907838;35,361033
16.8.2026 09:11:29,8s;7099;50,399538;35,034864;55,000000;20;61,453432;122,906864;35,471763
16.8.2026 09:11:29,9s;7100;50,400155;34,971860;55,000000;20;61,452946;122,905893;35,363065
16.8.2026 09:11:30,0s;7101;50,399904;34,993220;55,000000;20;61,452460;122,904921;35,409554
16.8.2026 09:11:30,1s;7102;50,399457;35,015401;55,000000;20;61,451974;122,903948;35,447166
16.8.2026 09:11:30,2s;7103;50,400179;35,035379;55,000000;20;61,451487;122,902975;35,472920
16.8.2026 09:11:30,3s;7104;50,400055;34,975931;55,000000;20;61,451002;122,902003;35,442710
16.8.2026 09:11:30,4s;7105;50,399825;35,028612;55,000000;20;61,450515;122,901030;35,435831
16.8.2026 09:11:30,5s;7106;50,400123;35,076275;55,000000;20;61,450028;122,900056;35,534582
16.8.2026 09:11:30,6s;7107;50,400664;34,999098;55,000000;20;61,449542;122,899084;35,367635
16.8.2026 09:11:30,7s;7108;50,400164;35,010806;55,000000;20;61,449056;122,898111;35,443243
16.8.2026 09:11:30,8s;7109;50,400489;34,992950;55,000000;20;61,448570;122,897139;35,397285
16.8.2026 09:11:30,9s;7110;50,400108;34,990069;55,000000;20;61,448084;122,896167;35,425672
16.8.2026 09:11:31,0s;7111;50,399639;35,022481;55,000000;20;61,447597;122,895195;35,471001
16.8.2026 09:11:31,1s;7112;50,399794;34,980187;55,000000;20;61,447111;122,894223;35,394737
